1v,1i,2v,2i,3v,3i,4v,4i,5v,5i,6v,6i,7v,7i,8v,8i,9v,9i,10v,10i,,,,,
1.557117941,-0.002684925,1.656365765,-2.14E-05,1.700216733,2.37E-04,1.662901,-2.30E-04,1.992501,5.69E-04,1.840501,4.66E-04,1.998501,5.15E-04,1.808501,3.63E-04,1.936501,4.77E-04,1.998501,5.04E-04,,,,,
1.54137763,-0.00349439,1.629099592,-4.64E-04,1.66996363,1.54E-05,1.636981,-6.78E-04,1.984500999,5.54E-04,1.790186387,3.75E-04,1.996500999,5.14E-04,1.744500999,1.77E-04,1.872501,4.75E-04,1.996500999,5.05E-04,,,,,
1.525637318,-0.004089006,1.605035323,-0.001178074,1.639710528,-4.29E-04,1.611060999,-0.00154084,1.968500999,5.08E-04,1.739871775,2.25E-04,1.992501,5.94E-04,1.704545678,4.65E-05,1.808501,3.57E-04,1.992501,4.95E-04,,,,,
1.516042952,-0.004199667,1.584631378,-0.002162106,1.622461032,-8.76E-04,1.587733,-0.002926355,1.936501,4.99E-04,1.689557162,-9.44E-05,1.984500999,5.78E-04,1.664590356,-3.34E-04,1.744500999,1.68E-04,1.984500999,4.94E-04,,,,,
1.506448586,-0.004055951,1.566267828,-0.003441459,1.605211536,-0.001541914,1.568339486,-0.00475898,1.904500999,4.77E-04,1.664399856,-3.39E-04,1.968500999,5.16E-04,1.624635035,-0.001349693,1.70339036,2.21E-05,1.968500999,4.94E-04,,,,,
1.497813657,-0.003695542,1.549740633,-0.004931148,1.58968699,-0.002404143,1.551647879,-0.007004749,1.872501,4.43E-04,1.63924255,-8.11E-04,1.936501,4.68E-04,1.600011166,-0.002686055,1.662279721,-4.00E-04,1.936501,4.77E-04,,,,,
1.489178728,-0.003157221,1.533213437,-0.006631737,1.575714898,-0.003462184,1.537525248,-0.00946519,1.808501,3.36E-04,1.614085244,-0.001701912,1.872501,4.80E-04,1.575387297,-0.005050585,1.621169081,-0.001548884,1.872501,4.72E-04,,,,,
1.481407292,-0.002584646,1.516686242,-0.008226311,1.563140015,-0.004692917,1.525776976,-0.011890883,1.744500999,1.62E-04,1.588927938,-0.003328491,1.814901,3.83E-04,1.553225815,-0.008622717,1.596260025,-0.003055991,1.808501,3.20E-04,,,,,
1.473635856,-0.002011372,1.500159047,-0.00914573,1.551822621,-0.006052049,1.515203531,-0.014287183,1.709777395,1.20E-04,1.567182136,-0.005715557,1.757301,2.34E-04,1.533691773,-0.01345244,1.571350968,-0.005740994,1.765717034,3.08E-04,,,,,
1.46586442,-0.001510248,1.485284571,-0.008825211,1.540505227,-0.007647466,1.504630086,-0.016727709,1.67505379,-9.42E-05,1.548670035,-0.008814428,1.699701,-5.97E-05,1.516348173,-0.019435762,1.548932817,-0.009822675,1.722933068,1.88E-04,,,,,
1.458092984,-0.001127402,1.480280221,-0.008388858,1.529187832,-0.009436201,1.49405664,-0.018958454,1.640330185,-6.52E-04,1.532280341,-0.012620863,1.670901,-2.90E-04,1.500800591,-0.026236437,1.529159714,-0.01537478,1.680149102,-1.17E-04,,,,,
1.451716075,-9.16E-04,1.475275872,-0.007817532,1.517870438,-0.01131034,1.483483195,-0.020621004,1.609078941,-0.001773763,1.517529617,-0.01699348,1.642100999,-7.91E-04,1.486807767,-0.033233679,1.511440666,-0.02235491,1.656757733,-4.74E-04,,,,,
1.446225653,-7.96E-04,1.470771958,-0.00719696,1.506553044,-0.013074163,1.47290975,-0.021288523,1.583300807,-0.00356208,1.502778893,-0.022140088,1.613301,-0.00182956,1.472814942,-0.040274431,1.495493522,-0.03035296,1.633366364,-0.001080523,,,,,
1.441301437,-7.22E-04,1.466718434,-0.00656845,1.494436454,-0.014505549,1.462336305,-0.020565024,1.561887594,-0.006039121,1.489503241,-0.027044277,1.584501,-0.003896016,1.458822118,-0.045926716,1.481141093,-0.038574109,1.612314133,-0.002000661,,,,,
1.436869643,-6.74E-04,1.463093605,-0.005964996,1.482319864,-0.015027093,1.457333061,-0.019671398,1.543664393,-0.009148405,1.476227589,-0.031453067,1.561213795,-0.006897718,1.452355365,-0.047447442,1.466788664,-0.046753752,1.595255831,-0.003167701,,,,,
1.432437848,-6.37E-04,1.459859024,-0.005406045,1.470203274,-0.014233715,1.452329816,-0.018450636,1.527668415,-0.012776945,1.469261556,-0.033170566,1.540991117,-0.011000265,1.445888611,-0.047970577,1.452436235,-0.05306395,1.580911925,-0.0045805,,,,,
1.428006054,-6.06E-04,1.456947902,-0.004896921,1.465482863,-0.013516307,1.447826896,-0.017085231,1.513426197,-0.016673965,1.462295522,-0.034220482,1.524077334,-0.015836473,1.44043705,-0.047474493,1.445389837,-0.054616042,1.568775423,-0.006197018,,,,,
1.423574259,-5.80E-04,1.454327891,-0.004441308,1.460762452,-0.01260211,1.443774268,-0.015669614,1.5006082,-0.020489976,1.455329489,-0.034400547,1.509317113,-0.021202025,1.434985489,-0.046112122,1.439250948,-0.054737896,1.558076665,-0.008034245,,,,,
1.419142465,-5.59E-04,1.451969882,-0.004038816,1.456514082,-0.011623009,1.440126903,-0.014274563,1.487790204,-0.024134124,1.448363456,-0.033540859,1.496032914,-0.026794224,1.430956036,-0.044485481,1.43408606,-0.053901078,1.548509986,-0.01007942,,,,,
1.41471067,-5.40E-04,1.449611873,-0.00365181,1.452690549,-0.010636803,1.436844274,-0.0129484,1.478694435,-0.026207689,1.441397422,-0.03154419,1.482748715,-0.032639118,1.426926583,-0.042365489,1.430199388,-0.052640718,1.539899975,-0.012304844,,,,,
1.410278876,-5.24E-04,1.447489664,-0.003316604,1.449249369,-0.009684698,1.433889908,-0.011720491,1.469598666,-0.02746961,1.434431389,-0.0284285,1.469464516,-0.037834454,1.423300075,-0.040043025,1.426701384,-0.05103517,1.532150965,-0.014664827,,,,,
1.405847081,-5.11E-04,1.445367456,-0.002999627,1.446152307,-0.008793208,1.431230979,-0.010605511,1.460502897,-0.027561115,1.427465356,-0.024359767,1.462706995,-0.039765594,1.419673566,-0.037382755,1.42355318,-0.04920871,1.525176856,-0.017110118,,,,,
1.401415287,-4.99E-04,1.443457468,-0.00272896,1.443364952,-0.007977058,1.428837943,-0.0096076,1.452316705,-0.026388978,1.420499322,-0.019659463,1.455949473,-0.040930844,1.416409709,-0.034721519,1.420404975,-0.047045037,1.518202747,-0.019880536,,,,,
1.396983492,-4.88E-04,1.441547481,-0.002476017,1.440856332,-0.007242234,1.42668421,-0.008723897,1.444130513,-0.023951432,1.413533289,-0.014772094,1.449867703,-0.04113585,1.413145852,-0.031876825,1.417256771,-0.044568779,1.511926049,-0.02266849,,,,,
1.388119903,-4.69E-04,1.439637493,-0.002241497,1.438598574,-0.006588696,1.424530478,-0.007869367,1.43594432,-0.020371719,1.406567256,-0.010187738,1.443785934,-0.040400783,1.410208381,-0.029183115,1.410960363,-0.038602692,1.50564935,-0.025735955,,,,,
1.379256314,-4.55E-04,1.435817518,-0.001799624,1.436340816,-0.005954954,1.422592118,-0.007125083,1.427758128,-0.016005651,1.399601222,-0.006334982,1.437704164,-0.038757167,1.407564656,-0.026687307,1.404663955,-0.031770726,1.500000322,-0.028734592,,,,,
1.370392725,-4.43E-04,1.43237954,-0.001466185,1.434308833,-0.005401712,1.420847595,-0.006479803,1.419571936,-0.011406269,1.395911666,-0.004745266,1.43283351,-0.036716912,1.405185304,-0.024412147,1.398367547,-0.024641399,1.494351294,-0.031938817,,,,,
1.361529136,-4.33E-04,1.428941563,-0.001199352,1.432276851,-0.004873664,1.419103071,-0.005866085,1.411385744,-0.007199989,1.392222111,-0.003456362,1.428449921,-0.034364081,1.402805952,-0.022153887,1.392071139,-0.017819896,1.489267168,-0.03498128,,,,,
1.352665547,-4.24E-04,1.425503585,-9.94E-04,1.430448067,-0.004418925,1.417533,-0.005338824,1.406680989,-0.005217743,1.389126223,-0.002602103,1.424504691,-0.031866994,1.400664536,-0.020141482,1.385774731,-0.011852446,1.484183043,-0.038137635,,,,,
1.343801958,-4.16E-04,1.422065608,-8.43E-04,1.428619283,-0.003989802,1.415962929,-0.004841051,1.401976233,-0.003614038,1.386339924,-0.001993346,1.420953984,-0.029356505,1.398737261,-0.018362536,1.38187039,-0.00881624,1.47960733,-0.041046758,,,,,
1.334938369,-4.09E-04,1.41862763,-7.33E-04,1.426973377,-0.003623834,1.414392858,-0.004373817,1.398098815,-0.002594985,1.383832254,-0.001560109,1.417758347,-0.026926456,1.396809985,-0.016640423,1.377966048,-0.006316697,1.475489188,-0.043687286,,,,,
1.32607478,-4.02E-04,1.415189652,-6.56E-04,1.425327472,-0.003281188,1.411252716,-0.00348704,1.394669008,-0.001905933,1.381324585,-0.001219076,1.414882275,-0.024638262,1.395075438,-0.015137751,1.374674295,-0.004635782,1.471371046,-0.046306747,,,,,
1.317211191,-3.96E-04,1.411751675,-6.02E-04,1.423681566,-0.002962394,1.408426588,-0.002793932,1.391693999,-0.001451757,1.378816916,-9.56E-04,1.412293809,-0.022527279,1.39334089,-0.013698929,1.371737806,-0.003444019,1.467664719,-0.048615931,,,,,
1.299484013,-3.85E-04,1.408313697,-5.64E-04,1.420389755,-0.002362392,1.40560046,-0.00221177,1.389016491,-0.00113971,1.376309247,-7.58E-04,1.409705344,-0.020413372,1.391779798,-0.012455286,1.369204386,-0.002627917,1.463958391,-0.050837245,,,,,
1.281756835,-3.74E-04,1.40487572,-5.36E-04,1.417427125,-0.001896114,1.402774332,-0.001737697,1.386338983,-9.02E-04,1.373801578,-6.12E-04,1.407375725,-0.018516473,1.390218705,-0.011273716,1.366924307,-0.002040761,1.460252064,-0.052929904,,,,,
1.264029657,-3.64E-04,1.401437742,-5.14E-04,1.414464495,-0.001521604,1.399948204,-0.001362571,1.383661475,-7.26E-04,1.371293908,-5.06E-04,1.405279068,-0.016831641,1.388813721,-0.010259227,1.364872237,-0.001616311,1.452839409,-0.056626942,,,,,
1.246302479,-3.55E-04,1.397999765,-4.97E-04,1.411694205,-0.00124191,1.397122076,-0.001073965,1.380983967,-5.97E-04,1.368786239,-4.32E-04,1.403182411,-0.01519612,1.387408738,-0.009300415,1.362820167,-0.001275363,1.445426754,-0.059263112,,,,,
1.228575301,-3.46E-04,1.394561787,-4.81E-04,1.408923914,-0.001022549,1.394295948,-8.58E-04,1.378306459,-5.06E-04,1.36627857,-3.80E-04,1.40129542,-0.013766357,1.386003754,-0.008398606,1.360768097,-0.001005557,1.443166497,-0.059760182,,,,,
1.193120945,-3.28E-04,1.391123809,-4.69E-04,1.406153624,-8.55E-04,1.39146982,-7.01E-04,1.375628951,-4.42E-04,1.363770901,-3.44E-04,1.399597127,-0.012522124,1.383193787,-0.006687607,1.358716027,-7.95E-04,1.44090624,-0.060108412,,,,,
1.157666588,-3.12E-04,1.384247854,-4.48E-04,1.403383334,-7.29E-04,1.388643692,-5.89E-04,1.372951443,-3.98E-04,1.361263231,-3.20E-04,1.397898835,-0.011333538,1.380664817,-0.005338795,1.356663956,-6.35E-04,1.436385725,-0.06029996,,,,,
1.122212232,-2.98E-04,1.377371899,-4.33E-04,1.400613044,-6.37E-04,1.385817564,-5.12E-04,1.370273936,-3.68E-04,1.358755562,-3.03E-04,1.396370372,-0.010308258,1.378135846,-0.004189911,1.354611886,-5.13E-04,1.431865211,-0.059770089,,,,,
1.086757876,-2.84E-04,1.370495944,-4.21E-04,1.397842754,-5.71E-04,1.382991436,-4.59E-04,1.367596428,-3.47E-04,1.356247893,-2.89E-04,1.394841909,-0.009335836,1.375606876,-0.003236592,1.352559816,-4.24E-04,1.427903827,-0.058666015,,,,,
1.015849164,-2.61E-04,1.363619989,-4.11E-04,1.395072463,-5.23E-04,1.380165308,-4.23E-04,1.36491892,-3.33E-04,1.353740224,-2.80E-04,1.393466293,-0.008502161,1.373077906,-0.002464608,1.350507746,-3.58E-04,1.424830996,-0.057368077,,,,,
1.000500999,-4.42E-04,1.356744033,-4.03E-04,1.392302173,-4.89E-04,1.37733918,-3.98E-04,1.362241412,-3.22E-04,1.348724885,-2.65E-04,1.392090676,-0.007715221,1.370548935,-0.001854462,1.348455675,-3.11E-04,1.422065449,-0.0558707,,,,,
0,0,1.349868078,-3.96E-04,1.389531883,-4.64E-04,1.374513052,-3.80E-04,1.359563904,-3.13E-04,1.343709547,-2.55E-04,1.390715059,-0.006975871,1.368272862,-0.001427618,1.346403605,-2.77E-04,1.419299901,-0.054072991,,,,,
0,0,1.342992123,-3.90E-04,1.386761593,-4.46E-04,1.371686924,-3.67E-04,1.354208888,-2.98E-04,1.338694208,-2.48E-04,1.387963826,-0.005575038,1.365996789,-0.001097118,1.344351535,-2.55E-04,1.416534354,-0.05198656,,,,,
0,0,1.329240213,-3.79E-04,1.383991302,-4.33E-04,1.368860796,-3.57E-04,1.348853872,-2.87E-04,1.33367887,-2.42E-04,1.385487716,-0.004472068,1.363720716,-8.46E-04,1.342299465,-2.39E-04,1.411003259,-0.046869262,,,,,
0,0,1.315488302,-3.72E-04,1.381221012,-4.21E-04,1.366034668,-3.49E-04,1.33814384,-2.69E-04,1.328663532,-2.36E-04,1.383011606,-0.003532992,1.361444642,-6.60E-04,1.340247394,-2.27E-04,1.405157091,-0.040430633,,,,,
0,0,1.301736392,-3.66E-04,1.375680432,-4.00E-04,1.360382412,-3.35E-04,1.329434668,-2.62E-04,1.318632855,-2.33E-04,1.380535496,-0.002753477,1.359168569,-5.24E-04,1.336143254,-2.09E-04,1.399310924,-0.033336813,,,,,
0,0,1.287984482,-3.60E-04,1.370139851,-3.86E-04,1.354730156,-3.23E-04,1.320725497,-2.56E-04,1.308602178,-2.24E-04,1.378059386,-0.002121415,1.356892496,-4.27E-04,1.332039114,-1.99E-04,1.393464756,-0.026085405,,,,,
0,0,1.274232571,-3.55E-04,1.362504914,-3.69E-04,1.3490779,-3.14E-04,1.312016325,-2.51E-04,1.298571501,-2.19E-04,1.375583276,-0.001620667,1.354616422,-3.60E-04,1.327934973,-1.92E-04,1.387618588,-0.01919975,,,,,
0,0,1.260480661,-3.50E-04,1.354869977,-3.57E-04,1.337773387,-2.99E-04,1.303307153,-2.41E-04,1.278510147,-2.13E-04,1.373107166,-0.001233208,1.352340349,-3.13E-04,1.323830833,-1.87E-04,1.381772421,-0.01314817,,,,,
0,0,1.23297684,-3.41E-04,1.34723504,-3.48E-04,1.327599327,-2.91E-04,1.294597981,-2.54E-04,1.260454929,-2.10E-04,1.370878667,-9.68E-04,1.350064276,-2.82E-04,1.315622552,-1.77E-04,1.377951154,-0.009859708,,,,,
0,0,1.205473019,-3.42E-04,1.339600102,-3.41E-04,1.317425266,-2.86E-04,1.285888809,-2.44E-04,1.242399711,-2.08E-04,1.368650168,-7.66E-04,1.347788203,-2.62E-04,1.308235099,-1.73E-04,1.374129888,-0.007130742,,,,,
0,0,1.177969199,-3.25E-04,1.331965165,-3.36E-04,1.307251205,-2.81E-04,1.268470466,-2.40E-04,1.224344492,-2.06E-04,1.366421669,-6.15E-04,1.345512129,-2.47E-04,1.293460193,-1.64E-04,1.370825554,-0.005233106,,,,,
0,0,1.150465378,-3.19E-04,1.324330228,-3.31E-04,1.297077144,-2.78E-04,1.251052122,-2.34E-04,1.188234055,-3.27E-04,1.36419317,-5.04E-04,1.343236056,-2.36E-04,1.280162778,-1.61E-04,1.367913748,-0.003897712,,,,,
0,0,1.122961557,-3.11E-04,1.309060353,-3.23E-04,1.286903083,-2.75E-04,1.233633778,-2.34E-04,1.152123619,-2.01E-04,1.361964671,-4.24E-04,1.338683909,-2.21E-04,1.266865363,-1.58E-04,1.365382277,-0.00297093,,,,,
0,0,1.067953916,-2.98E-04,1.293790479,-3.17E-04,1.266554962,-2.70E-04,1.216215435,-2.32E-04,1.116013182,-1.98E-04,1.359736172,-3.68E-04,1.334131763,-2.12E-04,1.253567948,-1.57E-04,1.363103952,-0.002301434,,,,,
0,0,1.012946274,-2.75E-04,1.278520604,-3.13E-04,1.24620684,-2.66E-04,1.181378747,-2.28E-04,1.079902745,-1.93E-04,1.357507673,-3.28E-04,1.329579616,-2.05E-04,1.226973118,-1.54E-04,1.36105346,-0.001815738,,,,,
0,0,1.000500999,-3.79E-04,1.26325073,-3.08E-04,1.225858718,-2.63E-04,1.14654206,-2.33E-04,1.007681872,-0.001869078,1.355279174,-3.01E-04,1.32502747,-2.00E-04,1.200378287,-1.52E-04,1.359002969,-0.001424369,,,,,
0,0,0,0,1.247980856,-3.04E-04,1.205510597,-2.60E-04,1.111705373,-2.21E-04,1.000500999,-9.39E-04,1.353050675,-2.82E-04,1.315923176,-1.90E-04,1.173783457,-1.51E-04,1.356952477,-0.001113737,,,,,
0,0,0,0,1.217441107,-3.86E-04,1.164814353,-4.64E-04,1.042031998,-1.07E-04,0,0,1.350822176,-2.69E-04,1.306818883,-1.87E-04,1.147188627,-1.50E-04,1.354901985,-8.71E-04,,,,,
0,0,0,0,1.186901358,-2.93E-04,1.12411811,-2.49E-04,1.000500999,-2.15E-04,0,0,1.348593677,-2.59E-04,1.29771459,-1.81E-04,1.093998967,-5.08E-04,1.352851493,-6.85E-04,,,,,
0,0,0,0,1.156361609,-2.87E-04,1.083421867,-2.41E-04,0,0,0,0,1.344136679,-2.44E-04,1.288610297,-1.76E-04,1.000500999,-1.53E-04,1.350801001,-5.44E-04,,,,,
0,0,0,0,1.095282111,-2.79E-04,1.00202938,-2.55E-04,0,0,0,0,1.339679681,-2.35E-04,1.27040171,-1.88E-04,0,0,1.348750509,-4.40E-04,,,,,
0,0,0,0,1.034202613,-2.64E-04,1.000500999,-2.55E-04,0,0,0,0,1.335222683,-2.27E-04,1.252193124,-1.71E-04,0,0,1.346700017,-3.64E-04,,,,,
0,0,0,0,1.000500999,-0.001083926,0,0,0,0,0,0,1.330765686,-2.21E-04,1.233984538,-1.70E-04,0,0,1.344649525,-3.10E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.32185169,-2.11E-04,1.215775951,-1.68E-04,0,0,1.342599034,-2.71E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.312937694,-2.07E-04,1.179358778,-1.66E-04,0,0,1.340548542,-2.45E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.304023698,-2.01E-04,1.142941606,-1.65E-04,0,0,1.33849805,-2.26E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.295109702,-1.95E-04,1.106524433,-1.62E-04,0,0,1.336447558,-2.12E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.27728171,-1.91E-04,1.033690087,-1.30E-04,0,0,1.332346574,-1.93E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.259453718,-1.89E-04,1.000500999,-1.69E-04,0,0,1.32824559,-1.82E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.241625726,-1.87E-04,0,0,0,0,1.324144607,-1.76E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.223797734,-1.86E-04,0,0,0,0,1.320043623,-1.71E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.188141751,-2.95E-04,0,0,0,0,1.315942639,-1.67E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.152485767,-1.81E-04,0,0,0,0,1.307740672,-1.60E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.116829783,-1.79E-04,0,0,0,0,1.299538704,-1.56E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.081173799,-1.75E-04,0,0,0,0,1.283134769,-1.48E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.009861832,-0.001614158,0,0,0,0,1.266730834,-1.45E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1.000500999,-8.97E-04,0,0,0,0,1.250326899,-1.43E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.233922964,-1.42E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217519029,-1.41E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184711159,-2.08E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151903289,-1.38E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086287549,-1.38E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020671809,-1.38E-04,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000500999,-7.48E-05,,,,,
